time,cbh (m) (Cloud base height),d2m (K) (2 metre dewpoint temperature),t2m (K) (2 metre temperature),hcc ((0 - 1)) (High cloud cover),lcc ((0 - 1)) (Low cloud cover),mcc ((0 - 1)) (Medium cloud cover),tcc ((0 - 1)) (Total cloud cover),tcw (kg m**-2) (Total column water),tcwv (kg m**-2) (Total column vertically-integrated water vapour),tp (m) (Total precipitation),avg_ie (kg m**-2 s**-1) (Time-mean moisture flux),avg_sdirswrf (W m**-2) (Time-mean surface direct short-wave radiation flux),"avg_sdirswrfcs (W m**-2) (Time-mean surface direct short-wave radiation flux, clear sky)",avg_sdlwrf (W m**-2) (Time-mean surface downward long-wave radiation flux),"avg_sdlwrfcs (W m**-2) (Time-mean surface downward long-wave radiation flux, clear sky)",avg_sdswrf (W m**-2) (Time-mean surface downward short-wave radiation flux),"avg_sdswrfcs (W m**-2) (Time-mean surface downward short-wave radiation flux, clear sky)",avg_sduvrf (W m**-2) (Time-mean surface downward UV radiation flux),avg_slhtf (W m**-2) (Time-mean surface latent heat flux),avg_snlwrf (W m**-2) (Time-mean surface net long-wave radiation flux),"avg_snlwrfcs (W m**-2) (Time-mean surface net long-wave radiation flux, clear sky)",avg_snswrf (W m**-2) (Time-mean surface net short-wave radiation flux),"avg_snswrfcs (W m**-2) (Time-mean surface net short-wave radiation flux, clear sky)",avg_ishf (W m**-2) (Time-mean surface sensible heat flux),avg_tdswrf (W m**-2) (Time mean top downward short-wave radiation flux),avg_tnlwrf (W m**-2) (Time-mean top net long-wave radiation flux),"avg_tnlwrfcs (W m**-2) (Time-mean top net long-wave radiation flux, clear sky)",avg_tnswrf (W m**-2) (Time-mean top net short-wave radiation flux),"avg_tnswrfcs (W m**-2) (Time-mean top net short-wave radiation flux, clear sky)",avg_tprate (kg m**-2 s**-1) (Time-mean total precipitation rate),avg_vimdf (kg m**-2 s**-1) (Time-mean total column vertically-integrated moisture divergence flux),tp_mm (mm) (Total precipitation),avg_tprate_W (W m**-2) (Time-mean total precipitation rate),t2m (°C) (2 metre temperature),d2m (°C) (2 metre dewpoint temperature),balanc_earth (W m**-2) (earth_balance),balanc_atmos (W m**-2) (atmospheric_balance),balanc_surface (W m**-2) (surface_balance)
1991-09-01,1765.2032,293.88483,298.99445,0.45376483,0.15946549,0.19345805,0.5908308,40.596027,40.473106,0.0038655945,-4.0568353e-05,139.02116,219.71007,400.67865,389.0944,222.77876,285.21393,26.216482,101.453125,50.154037,-61.339954,-187.56874,240.23866,35.267586,419.5123,246.6755,-278.11096,-292.89032,344.57816,4.474052e-05,-7.439077e-06,115.96784,111.8512955144979,25.844452,20.734833,46.214813,55.91899113217369,0.6939926
1991-10-01,1451.2875,295.37207,298.4555,0.4170528,0.18622813,0.17867862,0.5784755,41.331646,41.201065,0.0036077695,-4.811482e-05,160.86948,241.36853,402.55676,391.86493,243.11876,305.55713,29.074554,120.32526,46.73333,-57.188427,-203.4372,255.7651,36.05321,440.36325,254.32109,-281.6027,-310.8658,361.86407,4.1756095e-05,9.131491e-06,108.233086,104.39023753860965,25.305511,22.222076,56.544724,40.284295766148716,0.32539368
1991-11-01,1380.3214,295.50217,298.20535,0.7322995,0.2407583,0.2579434,0.82215476,45.792385,45.610977,0.0054005906,-4.527006e-05,129.80612,244.3444,407.93808,393.71878,218.90857,308.2445,26.670156,113.21117,40.05747,-53.887417,-182.84761,257.95303,29.248821,445.53296,228.05843,-274.3296,-292.06912,365.85687,6.2507126e-05,-1.8035447e-05,162.01772,156.26781532773748,25.055359,22.352173,64.0107,106.73718712339178,0.33015442
1991-12-01,1273.0017,295.79053,297.99887,0.7931864,0.23776536,0.38205156,0.87755233,49.172115,48.92811,0.006782815,-4.261405e-05,106.485634,247.68198,411.10312,394.7566,200.81566,308.08115,24.791767,106.56897,35.834747,-51.729706,-167.77629,258.3623,25.376429,444.67654,210.73466,-268.8996,-277.04794,366.43686,7.8505465e-05,-3.3674674e-05,203.48445,196.2636633834336,24.848877,22.640533,66.31328,156.01182469935156,-0.0038528442
1992-01-01,895.64923,295.8447,297.57397,0.8283725,0.33625254,0.413949,0.9152579,52.083958,51.745872,0.010919982,-3.9500428e-05,82.99725,253.14378,413.4491,395.11578,177.69618,311.5992,22.443346,98.783066,29.999287,-47.78302,-148.67122,261.98346,20.414528,447.82947,198.5168,-267.14026,-259.3579,370.5797,0.00012638874,-8.378518e-05,327.59946,315.97184715792537,24.42398,22.694702,60.84111,278.5555492453277,-0.52565765
1992-02-01,878.5475,295.45776,297.2953,0.8311308,0.34590706,0.43245795,0.9157726,51.042786,50.65558,0.011254163,-3.8048147e-05,78.96288,258.8561,411.8402,392.61276,172.24155,315.21805,21.887989,95.1509,29.426083,-48.034424,-144.6577,266.02084,20.504362,449.04614,200.07988,-267.18555,-255.8214,373.64484,0.00013025611,-8.787745e-05,337.6249,325.6402851548046,24.145294,22.30777,55.741516,286.654552122578,-0.42365265
1992-03-01,875.07074,295.72037,297.66922,0.7836975,0.34754834,0.41901556,0.8895391,51.597404,51.319206,0.0091001075,-4.000792e-05,87.23953,252.13004,413.28238,395.35425,178.4452,305.57727,22.700733,100.05178,30.549763,-47.92765,-150.95192,259.724,20.696926,435.19382,210.58492,-268.69247,-258.83542,364.11783,0.00010532459,-6.016788e-05,273.0032,263.3114672789816,24.519226,22.570374,48.250504,211.85673629143275,-0.34655
1992-04-01,927.74646,295.96133,298.1518,0.6552568,0.3244957,0.28263065,0.7786176,48.684204,48.50883,0.0058645736,-4.3142256e-05,112.631805,230.45662,410.7188,395.9358,193.2371,281.44177,23.826502,107.8897,35.20554,-49.54057,-165.64525,241.76462,21.510677,404.04065,234.20667,-274.86887,-265.63235,338.88068,6.787503e-05,-1.4959111e-05,175.93721,169.68757336144336,25.0018,22.81134,31.42569,92.18423168663867,1.0393295
1992-05-01,1434.0884,295.4677,298.7109,0.26784247,0.16156611,0.14533474,0.44026402,39.798836,39.71814,0.0020127199,-4.2708478e-05,144.05098,199.4125,400.36838,391.44324,208.01234,251.60814,24.36605,106.80522,47.317112,-55.89545,-179.5623,217.2348,24.833626,369.02997,275.92267,-288.09784,-270.52505,307.235,2.3294604e-05,2.7714143e-05,60.381596,58.236510085407645,25.560913,22.317719,-5.3976135,-54.57267112797126,0.60634613
1992-06-01,1829.6265,293.00198,298.7689,0.09210239,0.062286273,0.1904791,0.28346714,34.96819,34.90416,0.00049338915,-3.545195e-05,143.58667,180.26859,391.0136,382.52853,202.84825,233.80708,23.154596,88.657936,56.23302,-64.189514,-175.03644,201.65218,29.477222,349.7905,283.4846,-289.6409,-262.00085,288.9093,5.708395e-06,3.738311e-05,14.801675,14.270987094278098,25.618896,19.85199,-21.483734,-96.5389494291594,0.6682663
1992-07-01,2251.1533,291.1177,298.57245,0.05811097,0.022384921,0.18098162,0.23465097,29.985998,29.939112,0.00015679184,-3.5312994e-05,157.06639,190.1471,381.1063,372.5948,216.60017,243.54886,24.501595,88.31066,64.57963,-72.54838,-186.70284,209.80502,32.810524,357.8389,284.28265,-289.93546,-272.86203,296.1787,1.8151709e-06,4.7232035e-05,4.703755,4.537927225101157,25.422455,17.967712,-11.420624,-96.195387289059,1.0020218
1992-08-01,2945.4927,292.20557,299.16675,0.39102158,0.036217064,0.14197583,0.48122048,32.481277,32.42051,0.00064606353,-3.7680602e-05,160.99278,206.40874,386.92453,379.30933,229.7087,263.75708,26.137821,94.23177,62.863937,-70.07926,-196.71097,225.86147,37.47205,387.48917,267.6287,-286.68286,-292.31155,321.78375,7.47768e-06,3.4117882e-05,19.381905,18.694199752644636,26.016754,19.055573,24.682861,-52.9979236604413,2.1432114
1992-09-01,1670.9607,294.94904,298.77505,0.55158794,0.14157955,0.20521472,0.6617743,41.60766,41.47398,0.003538975,-4.355846e-05,152.48914,231.49777,402.35864,391.79175,228.43512,288.874,26.91811,108.930504,47.75552,-58.05034,-192.52158,243.68515,35.265636,420.176,249.52966,-280.6132,-298.48907,349.45053,4.0959272e-05,3.8502985e-06,106.16925,102.39818038826343,25.625061,21.799042,48.95941,41.857176207355224,0.56990814
1992-10-01,1497.2908,295.48746,298.94522,0.62032956,0.17110431,0.23644808,0.73344445,44.04212,43.88974,0.0037984394,-4.609824e-05,160.2015,256.14917,407.55505,395.40076,239.2382,309.50476,28.93312,115.28195,45.05464,-56.968037,-200.37769,259.5587,38.595737,440.6162,238.22206,-278.11136,-308.5891,367.36804,4.396167e-05,7.469535e-06,113.953186,109.90417649736628,25.795227,22.337463,70.36705,63.54392030229792,1.4453583
1992-11-01,1106.7142,295.7276,297.87762,0.8347872,0.27847716,0.28290132,0.8991328,48.866585,48.61283,0.008546769,-4.3363085e-05,107.71792,260.64468,410.39215,393.66943,201.88692,312.20847,25.01943,108.4423,35.243248,-51.5494,-168.5669,261.81256,25.47836,445.47452,199.47336,-270.21622,-280.08774,371.9367,9.892137e-05,-5.4423028e-05,256.40308,247.30343284318224,24.72763,22.577606,80.61438,220.07253303239122,-0.597023
1992-12-01,1016.89996,295.67993,297.24796,0.8799859,0.30050486,0.51511455,0.951989,51.728607,51.366398,0.011491146,-3.752723e-05,71.167465,262.87317,412.28317,392.0099,164.9339,311.80145,20.999968,93.84828,28.792446,-48.458706,-137.77919,261.95648,16.294466,444.64664,187.0066,-266.1591,-248.28981,372.0902,0.00013299818,-8.8562636e-05,344.73438,332.4954377603717,24.097961,22.529938,61.283203,301.0863667917438,-1.1560059
1993-01-01,1070.3729,295.39984,297.72137,0.72584736,0.2913587,0.31022838,0.8423416,46.834206,46.625843,0.0069888453,-4.5126148e-05,124.4384,272.9749,407.48987,390.4595,214.22154,318.97894,26.63796,112.8514,36.61645,-53.141006,-179.52036,268.49643,29.291895,447.85056,218.55998,-271.19104,-289.40918,375.74014,8.0888705e-05,-2.9290999e-05,209.66536,202.22176317474805,24.57138,22.249847,70.8492,159.45895342133008,0.76060486
1993-02-01,761.9279,295.33466,296.9162,0.84915155,0.39441755,0.53306806,0.93138635,51.108246,50.68756,0.012302477,-3.6604444e-05,72.11478,275.5756,411.75513,389.60318,164.11641,320.02985,20.934294,91.539894,27.79835,-49.246117,-137.91046,270.47836,19.503052,448.96286,192.93068,-266.04965,-248.98882,378.77792,0.00014239033,-0.00010429255,369.0743,355.97582609625533,23.766205,22.184662,56.058136,321.42490751715377,-0.9308319
1993-03-01,750.8308,295.53464,297.42117,0.744648,0.41321492,0.31802365,0.86790794,48.30607,48.049114,0.0080166925,-4.1335643e-05,98.83474,268.51266,410.6311,390.8884,191.718,311.1815,24.093002,103.37204,31.9993,-51.094997,-162.30125,264.77402,26.864777,435.2971,213.80934,-271.14948,-270.55722,368.6676,9.278571e-05,-4.04442e-05,240.50076,231.96427719085477,24.27118,22.384644,56.74788,185.2749766537454,0.06513977
1993-04-01,739.8128,295.9489,297.79895,0.6714242,0.3776812,0.27250332,0.8198927,49.261948,49.07718,0.007413159,-4.2599895e-05,106.4639,244.14055,411.31274,394.2817,188.91888,285.39,23.566048,106.53357,32.499275,-49.081642,-161.92068,245.507,22.623568,404.25134,225.7895,-273.33014,-263.28348,343.71393,8.5798485e-05,-3.7781312e-05,222.39476,214.4962127204053,24.648956,22.79892,37.493973,145.19234919501469,0.26428223
1993-05-01,1225.5767,295.2021,298.25314,0.37555784,0.20489107,0.22525239,0.5418042,43.212566,43.081455,0.003159776,-4.2853004e-05,135.69072,209.83264,403.18726,391.68158,197.31857,254.17108,23.387955,107.1669,42.43134,-53.539585,-170.4541,219.78264,20.065456,369.19785,262.63464,-283.17697,-263.2227,311.77347,3.656995e-05,1.7431885e-05,94.79329,91.42487215285655,25.10315,22.052094,0.5880432,-15.944390542455949,0.7904053
1993-06-01,2079.887,293.08157,298.94855,0.2068048,0.0557479,0.20683558,0.38592955,36.67631,36.60621,0.00053962826,-3.700462e-05,149.24556,189.13803,394.314,385.11728,204.68536,236.297,23.488844,92.5409,54.23449,-62.87438,-176.82703,204.0633,28.588373,349.77023,277.98273,-287.38846,-265.19846,292.62616,6.2448366e-06,4.59358e-05,16.188848,15.612091601724387,25.798553,19.93158,-12.784271,-91.17633765852952,1.4632645
1993-07-01,2349.5789,291.229,299.32993,0.16534473,0.031557146,0.19767332,0.33658072,32.100872,32.045193,0.00022099294,-3.157874e-05,158.61089,197.51132,388.49792,379.74008,214.52892,245.0035,24.469482,78.97229,62.871315,-71.12411,-185.07999,211.33176,41.2117,357.60184,284.25552,-292.3512,-272.6591,299.37836,2.5582692e-06,4.3987384e-05,6.629788,6.395673040060501,26.179932,18.07901,-11.596436,-86.19774126658012,2.024681
