date;Tmax;Tmin;Ta;pa;HR;prec;Ki;Ki-dif;Rn;Hc1;LEc1;G;vento;direcao;FC_diurno;FC_noturno;NEE;NEE_diu;NEE_not;prec_p;prec_era;udir_p;Ta_era;HR_era;e_era;vento_era;udir_era;pa_era;Ki_era 
28/01/2003;29.21;23.56;25.56;975.27;79.48;1.9;159.07;85.37;115.88;26.73;89.24;-2.68;1.62;-80.93;-6.56;7.47;-0.14;-8.33;8.05;1.9;23.9;140.73;26.32;79.48;27.11;2.46;8.04;993.22;105.39
29/01/2003;29.99;23.97;24.9;975.5;78.84;0.38;230.14;62.04;131.67;40.16;94.83;-2.37;3.28;71.58;-10.12;5.09;-2.08;-10.65;6.5;0.38;31.51;76.41;26.48;78.84;27.04;3.45;39.68;992.96;107.3
30/01/2003;29.54;24.36;25.06;974.65;79.15;4.07;170.09;88.09;124.21;31.79;89.73;-2.52;2.59;71.58;-6.9;5.14;-0.76;-8.76;7.24;4.07;25.09;77.16;26.39;79.15;27.13;3;-1.74;992.09;103.07
31/01/2003;28.14;23.57;25.06;974.44;81.51;0.25;165.32;99.63;99.94;16.96;87.29;-3;1.72;78.91;-8.6;4.8;-1.51;-10.42;7.39;0.25;10.68;81.25;26;81.51;27.24;3;35.44;992.4;117.39
01/02/2003;28.6;23.92;23.86;974.91;83.1;4.57;NA;NA;107.99;23.91;83.1;-2.84;2.6;71.14;-12.69;5.76;NA;-12.43;6.78;4.57;0;80.8;25.82;83.1;27.54;2.81;31.06;992.88;329.89
02/02/2003;28.22;22.82;23.66;975.52;87.91;3.04;NA;NA;107.45;13.59;85.64;-2.85;2.56;77.46;-9.77;6.74;-2.28;-10.92;7.6;3.04;0;96.22;24.66;87.91;27.19;2.95;44.81;994.16;332.65
03/02/2003;26.27;22.94;23.73;975.5;89.21;15.5;163.82;84.5;115;26.56;81.68;-2.7;2.66;-83.98;-9.07;4.82;NA;-10.39;6.14;15.5;0.93;95.32;24.45;89.21;27.31;2.54;34.06;994.52;306.82
04/02/2003;26.52;23.08;24.11;975.09;91.27;0;NA;NA;86.05;18.65;68.43;-3.28;2.57;86.31;-7.27;5.13;-0.36;-8.55;7.83;0;3.69;92.61;24.25;91.27;27.62;2.11;22.31;993.91;250.12
05/02/2003;29.81;22.9;25.93;974.54;82.63;0;195.36;75.08;125.07;30.54;94.39;-2.5;2.84;52.51;-1.81;11.39;4.1;-2.67;10.86;0;8.86;52.17;25.78;82.63;27.21;2.55;49.45;993.23;266.42
06/02/2003;28.15;24.18;25.17;974.66;81;0.51;166.83;85.98;128.06;26.93;103.15;-2.44;3.32;76.99;-9.31;9.1;-0.45;-9.63;8.72;0.51;8.19;80.61;25.86;81;26.93;2.95;57.58;993.26;231.98
07/02/2003;29.43;23.75;25.15;974.01;79.35;6.34;219.61;56.43;133.83;37.23;90.95;-2.32;3.03;81.07;-7.1;5.57;0.17;-7.38;7.73;6.34;0.75;79.55;26.58;79.35;27.4;3.02;62.88;992.7;267.97
08/02/2003;29.76;23.78;25.46;974.91;82.55;0;163.29;88.85;118.36;21.49;100.28;-2.63;3.08;74.63;-6.93;7.99;-0.61;-9.29;8.07;0;0;75.34;26.16;82.55;27.85;2.44;59.82;993.4;332.17
09/02/2003;28.4;23.37;25.07;974.71;85.03;0;205.6;65.26;149.94;41.16;105.26;-2;2.97;74.59;-8.64;4.94;-1.3;-9.7;7.11;0;0;74.21;25.51;85.03;27.66;1.87;35.26;993.65;323.19
10/02/2003;28.57;22.97;24.42;974.46;84.46;13.97;134.04;92.16;72.2;8.18;61.23;-3.56;2.44;83.52;-5.7;6.26;0.18;-7.02;7.39;13.97;0;98.65;25.67;84.46;27.71;1.65;23.12;993.1;331.22
11/02/2003;28.61;22.94;24.77;974.79;86.43;0;150.51;97.33;107.83;14.59;93.91;-2.84;2.84;37.85;-9.55;7.98;-0.72;-10.3;8.85;0;0;37.63;25.41;86.43;27.92;2.05;52.81;993.15;298.09
12/02/2003;28.64;23.1;25.73;974.96;87.43;0.5;196.19;68.07;133.14;26.05;103.77;-2.34;2.72;51.82;-7.94;4.6;-1.37;-10.03;7.28;0.5;0.23;52.48;25.38;87.43;28.25;2.19;40.23;993.46;287.37
13/02/2003;28.76;23.74;23.18;975.46;84.36;25.8;111.23;82.27;75.48;14.55;59.03;-3.49;0.95;63.8;-5.76;12.01;NA;-6.47;7.45;25.8;0;117.77;25.61;84.36;27.6;2.48;19.77;993.28;293.44
14/02/2003;28.87;23.8;24.48;974.79;82.2;18.92;152.62;107.65;90.67;10.83;75.27;-3.19;1.85;78.74;-9.35;3.93;NA;-10.29;6.05;18.92;0.23;82.76;25.96;82.2;27.4;2.75;15.22;992.57;209.72
15/02/2003;29.42;24.28;25.41;973.6;81;3.23;193.72;65.96;147.29;32.88;113.44;-2.06;2.16;88.14;-6.17;6.32;NA;-10.23;10.62;3.23;3.2;97.66;26.29;81;27.61;2.64;5.78;992.16;145.74
16/02/2003;28.99;24.3;23.36;974.82;83.08;46.74;NA;NA;76.15;20.35;54.77;-3.48;0.86;-64.92;-7.49;9.69;NA;-10.82;10.35;46.74;6.31;123.41;25.73;83.08;27.4;2.33;9.35;992.72;243.51
17/02/2003;28.36;23.79;23.28;975.51;87.34;3.62;NA;NA;63.46;0.6;57.3;-3.73;1.16;87.61;-6.37;4.26;0.39;-6.85;8.28;3.62;1.55;129.42;25;87.34;27.61;2.49;37.25;993.5;157.16
18/02/2003;29.42;23.48;24.41;974.98;86.13;0.76;185.51;65.23;136.26;32.84;97.37;-2.27;1.24;67.85;-6.46;4.82;-0.49;-8.83;7.84;0.76;5.5;159.93;25.46;86.13;27.92;2.21;26.74;993.4;231.06
19/02/2003;29.34;23.26;23.57;975.5;86.18;14.49;124.19;80.92;68.06;6.59;60.75;-3.64;1.41;89.83;-7.18;9.69;NA;-6.33;7.17;14.49;2.6;150.53;25.4;86.18;27.79;2.58;35.02;993.72;258.33
20/02/2003;29.04;23.16;24.35;975.42;85.01;0;175.76;77.37;132.64;32.49;98.32;-2.35;2.32;78.52;-10.78;4.39;-2.13;-12.56;8.29;0;7.46;83.42;25.69;85.01;27.92;2.11;40.43;993.5;269.4
21/02/2003;28.3;23.6;24.24;974.85;85.47;21.84;145.09;87.96;96.61;15.93;74.63;-3.07;1.77;-88.98;-7.15;6.03;-1.55;-8.89;5.79;21.84;6.18;124.46;25.64;85.47;28.02;1.37;30.43;993.3;266.63
22/02/2003;28.6;23.25;23.62;975.61;88.43;0.75;128.46;82.65;93.93;10.9;80.07;-3.12;1.27;80.18;-7.29;6.52;-0.06;-9.02;8.89;0.75;1.37;117.92;25.07;88.43;28.01;1.88;46.92;993.78;248.24
23/02/2003;28.23;23.09;24.3;976.52;89.53;0.38;184.86;65.79;140.93;33.79;103.91;-2.18;2.37;-88.59;-9.46;8.69;-1.08;-10.49;8.33;0.38;0.92;104.91;24.61;89.53;27.52;2.04;43.38;995.04;268.67
24/02/2003;28.69;23.05;23.34;977.43;86.41;0.89;98.94;79.58;63.29;NA;NA;-3.73;3.02;79.07;-6.05;7.79;1.59;-6.38;9.55;0.89;0;78.4;24.82;86.41;26.88;2.72;39.73;995.34;300.3
25/02/2003;28.65;22.84;24.33;975.28;83.61;1.77;207.47;54.09;160.59;48.27;108.73;-1.79;1.33;-82.99;-8.51;6.01;-1.2;-10.79;8.4;1.77;0;134.32;25.6;83.61;27.25;1.77;-7.15;993.56;288.36
26/02/2003;28.76;22.89;22.71;974.92;86.77;33.1;33.55;32.28;21.08;NA;NA;-4.58;1.97;67.54;3.32;11.04;NA;3.6;9.91;33.1;0;81.3;25.23;86.77;27.79;2.16;26.31;993;319.03
27/02/2003;27.01;23.21;24.14;974.76;85.23;0.45;205.43;65.71;144.91;41.95;98.93;-2.1;1.86;83.09;-10.67;7.76;-0.99;-10.71;8.74;0.45;0;120.97;25.16;85.23;27.2;2.83;58.24;993.26;293.22
28/02/2003;27.81;23.82;23.67;974.89;86.73;7.38;98.08;73.14;59.56;NA;NA;-3.81;2.91;-87.25;-1.58;6.87;2.72;-3.28;7.98;7.38;0;99.89;25.13;86.73;27.63;2.73;53.85;993.6;311.71
01/03/2003;28.78;23.58;23.09;974.76;85.42;4.3;131.71;83.63;92.22;15.07;66.96;-3.16;3.16;83.12;-5.97;11.39;2.29;-7.83;12.41;4.3;0.04;83.02;25.37;85.42;27.56;2.96;66.94;993.07;278.89
02/03/2003;27.8;22.96;24.88;973.82;87.26;0.25;197.36;47.46;155.69;36.48;111.56;-1.89;2.58;71.37;-6.64;7.76;1.03;-6.93;8.99;0.25;0.86;87.62;25;87.26;27.55;2.11;36.97;992.4;280.39
03/03/2003;27.01;23.33;24.03;974.21;88.88;5.08;134.87;53.02;94.5;19.69;78.51;-3.11;2.03;-87.58;-2.86;6.73;3.23;-2.9;8.59;5.08;5.86;116.67;24.79;88.88;27.78;2.58;54.21;992.76;276.07
04/03/2003;27.23;22.53;24.05;974.99;86.32;5.53;170.45;57.13;132.98;21.74;106.1;-2.34;2.97;77.56;-7.33;10.75;0.63;-8.85;10.12;5.53;4.86;79.16;24.92;86.32;27.14;3.06;48.19;993.5;266.14
05/03/2003;28.8;23.35;24.08;974.91;86.96;8.32;177.99;39.07;136.07;32.53;100.44;-2.28;2.57;66.38;-9.39;8.86;NA;-9.67;10.38;8.32;8.51;72.12;25.03;86.96;27.49;2.59;67.26;993.09;203.18
06/03/2003;27.34;22.71;23.85;974.9;88.98;11.56;142.35;63.76;107.66;14.39;93.59;-2.85;1.09;57.2;-8.44;3.42;-1.18;-9.94;7.58;11.56;2.97;137.25;24.48;88.98;27.27;2.75;64.42;993.34;237.92
07/03/2003;28.39;22.49;23.29;975.09;88.84;13.98;127.31;50.61;74.34;10.78;58.1;-3.51;1.63;84.18;-6.53;6.44;-1.28;-7.07;4.51;13.98;3.58;99.75;24.48;88.84;27.18;2.12;-6.35;993.48;223.54
08/03/2003;27;23.11;24.25;975.16;87.7;0;209.17;38.5;166.66;43.56;122.18;-1.67;3.2;62.77;-8.75;10.36;0.65;-9.03;10.33;0;10.43;65.51;24.71;87.7;27.26;2.83;55.78;993.61;96.63
09/03/2003;29.09;23.27;24.85;974.43;81.37;2.68;184.79;46.44;141.75;28.29;111.62;-2.17;3.03;62.19;-6.57;11.14;1.75;-7.31;10.81;2.68;3.05;61.99;26.08;81.37;27.32;2.88;60.94;992.88;87.87
10/03/2003;28.48;23.25;24.34;974.1;84.08;0.63;175.98;47.08;124.95;25.96;92.02;-2.5;3.31;72.88;-7.63;9.48;1.02;-8.84;10.88;0.63;0.56;71.87;25.45;84.08;27.22;3.48;63.99;992.58;171.82
11/03/2003;29.27;23.9;24.59;974.48;77.43;0;161.63;60.32;121.97;20.14;102.47;-2.56;2.99;65.23;-8.45;5.08;-0.88;-9.48;7.73;0;5.84;65.9;26.49;77.43;26.57;3.25;54.09;992.67;140.93
12/03/2003;30.34;24.55;NA;974.89;71.83;0.25;NA;NA;NA;NA;NA;NA;NA;NA;-11.02;4.01;NA;-13.58;5.62;0.25;8.43;95.89;26.96;71.83;25.28;2.97;31.41;992.77;144.2
13/03/2003;29.76;24.66;NA;975.44;78.44;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2.52;157.26;26.64;78.44;27.33;2.23;41.88;992.59;234.06
14/03/2003;26.96;23.58;NA;975.16;86.31;2.6;NA;NA;NA;NA;NA;NA;NA;NA;-11.22;3.23;NA;-8.51;3.12;2.6;1.96;104.39;25.04;86.31;27.34;2.48;12.76;993.01;228.26
15/03/2003;26.24;23.26;23.36;976.15;85.48;13.39;NA;NA;69.51;NA;NA;-3.61;2.72;75.31;-6.48;6.39;0.53;-6.85;7.9;13.39;1.61;76.61;24.54;85.48;26.33;2.17;1.07;994.03;218.78
16/03/2003;28.46;22.69;24.28;976.28;81.66;0;NA;NA;132.23;20.62;110.48;-2.36;2.69;74.36;-8.13;7.2;-0.91;-10.33;8.51;0;6.28;75.51;25.06;81.66;25.76;2.41;-19.28;994.45;228.63
17/03/2003;27.67;23.42;24.67;974.95;82.6;0;168.33;37.8;100.9;20.08;80.67;-2.98;2.24;-84.47;-4.97;5.25;0.2;-7.14;7.54;0;10.64;114.45;25.24;82.6;26.48;2.07;-24.57;993.52;120.58
18/03/2003;29.5;23.62;24.07;975;78.17;23.36;151.98;54.36;110.55;27.06;83.68;-2.79;1.16;-49.78;-5.87;3.55;-1.54;-10.38;7.3;23.36;3.19;159.63;26.13;78.17;26.26;1.85;-31.05;993.08;168.22
19/03/2003;29.55;23.67;25.04;975.53;79.98;0;175.97;44.89;110.1;15.19;84.22;-2.8;2.05;-78.81;-7.67;3.33;-1.31;-10.81;8.18;0;5.88;110.33;26.5;79.98;27.47;1.7;-32.76;993.92;165.32
20/03/2003;29.92;23.97;25.55;975.97;80.03;3.3;169.47;43.82;126.54;28.11;95.17;-2.47;2.37;-86.18;-6.34;5.51;-1.38;-9.57;6.8;3.3;2.12;122.07;26.69;80.03;27.88;2.44;-2.46;994.05;249.18
21/03/2003;30.04;23.75;24.69;975.43;84.28;1.52;123.84;36.23;88.6;NA;NA;-3.23;1.06;74.51;-4.74;8.24;1.47;-5.71;8.64;1.52;23.17;142.24;26.16;84.28;NA;1.69;37.11;993.49;199.93
22/03/2003;25.26;23.04;24.05;975.59;91.17;0.25;154.95;50.99;110.24;21.25;86.77;-2.8;0.65;4.46;-8.93;3.19;-2.32;-10.7;6.05;0.25;8.77;159.04;24.02;91.17;27.22;1.41;41.31;993.73;67.96
23/03/2003;29.64;23.05;24.83;974.94;82.47;0;NA;NA;179.76;59.42;114.68;-1.4;1.94;69.12;-4.63;5.56;0.2;-6.58;6.97;0;1.37;98.2;26.34;82.47;28.05;1.5;45.47;992.81;146.9
24/03/2003;29.16;23.03;25.63;974.52;82.86;0.76;196.58;33.65;112.53;23.66;83.26;-2.75;3.61;74.01;-5.68;8.43;1.16;-7.4;9.71;0.76;1.19;72.7;26.27;82.86;28.03;2.23;52.05;992.88;155.94
25/03/2003;27.03;22.78;22.44;975.65;90.4;44.96;NA;NA;45.45;NA;NA;-4.09;0.55;21.53;-2.04;8.91;3.72;-3.24;9.82;44.96;0.06;154.42;24.6;90.4;27.93;2.23;47.15;993.45;224.54
26/03/2003;28.44;23.31;23.52;974.89;87.05;0;NA;NA;126.78;40.36;84.39;-2.46;2.09;-86.16;-12.2;7.08;-2.44;-13.46;8.58;0;2.09;123.19;25.35;87.05;28.07;2.49;56.43;992.73;164.03
27/03/2003;29.23;23.25;23.8;975.44;86.09;3.05;NA;NA;113.35;17.86;85.47;-2.73;2.21;-76.68;-5.85;6.61;0.31;-7.44;8.07;3.05;6.84;109.52;25.56;86.09;28.03;2.63;14.35;993.36;142
28/03/2003;29.27;23.18;NA;976.28;86.93;0.76;NA;NA;NA;NA;NA;NA;NA;NA;-9.37;5.73;NA;-12.69;6.65;0.76;2.27;74.63;25.4;86.93;27.97;2.41;-26.76;994.12;194.24
29/03/2003;29.41;23.47;24.24;976.02;86.51;15.75;100.88;44.38;70.79;10.59;58.37;-3.58;NA;NA;-0.42;2.95;NA;-2.49;7.02;15.75;0.18;87.75;25.69;86.51;28.41;1.81;4.9;993.59;176.22
30/03/2003;28.1;23.62;24.72;974.72;85.1;0;NA;NA;182.77;43.95;134.84;-1.34;NA;NA;-8.08;9.17;0.3;-9.95;10.56;0;0;77.11;25.65;85.1;27.92;2.27;44.38;992.57;247.4
31/03/2003;28.03;23.51;24.91;974.93;89.98;0;168.6;30.59;132.25;21.15;102.58;-2.36;NA;NA;-6.62;5.38;0.17;-7.99;8.33;0;0.01;177.65;25.22;89.98;NA;1.35;-31.73;993.03;223.74
01/04/2003;27.84;23.32;23.11;976.21;91.63;0;NA;NA;41.43;-0.89;37.13;-4.17;NA;NA;1.61;7.91;3.95;-0.58;8.49;0;0.21;134.85;24.62;91.63;28.31;1.5;-4.75;993.85;220.2
02/04/2003;26.4;23.16;23.22;976.6;90;0;NA;NA;102.07;20.62;77.27;-2.96;NA;NA;-5.57;5;-0.74;-8.69;7.21;0;0;83.28;24.34;90;27.33;2.22;21.55;994.34;243.1
03/04/2003;27.14;22.5;24.71;975.22;89.17;0;NA;NA;171.54;35.73;128.22;-1.57;NA;NA;-10.72;7.08;-1.09;-11.46;9.27;0;0.95;61.17;24.56;89.17;27.45;2.36;66.47;993.34;200.82
04/04/2003;28.57;23.16;25.13;974.71;87.98;0;188.72;19.38;126.2;25.3;99;-2.48;NA;NA;-8.2;5.82;-0.84;-10.32;8.64;0;8.22;84.78;25.32;87.98;28.31;2.17;40.67;992.78;171.2
05/04/2003;28.82;23.42;24.59;975.78;86.77;0;NA;NA;87.26;10.45;68.02;-3.26;NA;NA;-6.11;6.15;-0.48;-7.36;6.39;0;1.22;121.57;25.47;86.77;28.15;1.67;16.08;994.12;181.77
06/04/2003;29.22;23.74;23.94;976.05;85.29;0;106.46;48.02;84.42;11.05;65.58;-3.31;NA;NA;-2.51;4.91;1.47;-5;7.94;0;24.08;129.45;25.57;85.29;27.77;2.01;13.77;994.03;107.15
07/04/2003;28.84;23.25;25.08;974.57;81.48;0;230.15;12.36;149.07;25.42;124.61;-2.02;NA;NA;-6;3.94;-0.92;-8.2;6.35;0;3.88;81.6;25.88;81.48;26.92;2.02;-0.06;992.42;67.04
08/04/2003;30.15;23.59;25.54;974.02;75.52;0;177.51;18.6;139.94;28.97;102.7;-2.2;NA;NA;-3.22;1.16;-1.45;-5.77;2.86;0;0.24;130.58;26.74;75.52;26.34;2.07;-2.58;991.64;96.22
09/04/2003;30.03;24.2;26.49;974.64;75.78;0;186.78;19.33;129.68;25.09;103.7;-2.41;NA;NA;-3.41;3.31;-0.19;-7.05;6.66;0;0.85;101.45;27.03;75.78;26.77;2.52;-8.75;992.49;188.86
10/04/2003;29.45;24.75;25.74;975.15;83.02;0;209.34;13.31;167.59;36.63;130.01;-1.65;NA;NA;-10.22;7.85;-0.99;-10.52;8.55;0;6.9;74.59;26.28;83.02;28.23;2.52;1.18;993.15;75.61
11/04/2003;28.75;23.47;24.63;975.77;87.92;0;210.59;9.91;139.53;28.04;109.01;-2.21;NA;NA;-7.14;9.16;-0.63;-8.87;8.79;0;6.31;140.53;25.52;87.92;NA;2.23;0.29;993.89;184.15
12/04/2003;27.02;23.69;24.86;976.82;90.14;0;204.43;11.66;167.63;42.98;112.04;-1.65;NA;NA;-6.64;6.47;0.19;-8.23;8.62;0;0.78;112.05;24.94;90.14;28.42;1.86;27.51;994.82;233.13
13/04/2003;27.48;23.45;24.32;977.84;89.79;0;127.52;44.39;97.15;16.43;72.55;-3.06;NA;NA;-3.09;6.77;2.04;-5.07;9.15;0;0.46;100.83;25.03;89.79;28.42;1.93;32.98;996.16;228.87
14/04/2003;26.65;22.85;24.06;978.39;91.79;0;134.21;50.39;92.16;10.32;75.83;-3.16;NA;NA;-5.46;7.56;0.98;-6.65;8.62;0;0;116.52;24.33;91.79;27.89;1.38;-23.68;996.57;239.45
15/04/2003;27.96;23.04;23.14;978.11;91.24;0;NA;NA;47.19;NA;NA;-4.06;NA;NA;-0.32;6.99;3.33;-0.95;7.61;0;0;272.17;24.37;91.24;27.77;1.11;5.18;995.77;186.48
16/04/2003;26.07;22.95;24.26;976.57;91.32;0;NA;NA;136.81;37.92;98.22;-2.26;NA;NA;-6.15;4.86;-0.64;-6.49;5.2;0;0.29;235.16;24.29;91.32;27.71;1.12;-32.86;994.74;192.34
17/04/2003;27.5;23.08;24.75;975.89;88.11;0;177.91;6.96;178.6;47.05;125.05;-1.43;NA;NA;-5.36;4.83;-0.19;-7.05;6.66;0;0.14;126.49;24.9;88.11;27.7;1.97;37.29;994.31;196.54
18/04/2003;29.49;23.03;24.97;975.43;84.3;3.05;192.55;17.5;128.25;22.98;105.38;-2.43;NA;NA;-3.45;6.21;1.33;-6.2;8.86;3.05;0;69.82;25.83;84.3;27.87;2.33;58.64;993.29;249.2
19/04/2003;30.25;24.03;25.53;975.34;84.04;0;189.43;15.51;148.38;31.49;108.9;-2.03;3.12;76.8;-4.69;7.52;0.97;-6.9;8.84;0;0.12;77.26;26.29;84.04;28.55;2.57;46.79;993.11;226.41
20/04/2003;28.59;24;25.25;973.93;85.72;1.52;181.27;15.89;141.87;30.53;106.42;-2.16;2.72;85.93;-6.35;7.45;0.53;-8.23;9.29;1.52;20.25;86.02;25.89;85.72;28.56;2.42;48.31;992.43;137.62
21/04/2003;28.56;23.04;24.8;974.01;86.66;4.32;202.78;10.17;149.32;35.6;111;-2.01;2.41;81.75;-6.18;4.24;NA;-2.67;7.27;4.32;2.49;86.04;25.33;86.66;27.9;1.95;28.41;992.22;115.26
22/04/2003;28.35;23.11;25.34;974.44;85.64;0;203.01;9.38;162.02;37.97;119.25;-1.76;2.6;74.58;-6.95;5.65;-0.19;-10.02;9.63;0;0.88;74.99;25.68;85.64;28.15;2.08;-6.08;992.68;179.43
23/04/2003;28.91;22.86;24.01;975.25;89.1;5.97;NA;NA;116.13;17.25;91.17;-2.68;2.39;79.18;-6.46;9.12;0.56;-7.22;8.35;5.97;0;92.78;25.09;89.1;28.17;2.26;-22.64;993.61;226.01
24/04/2003;28.29;23.08;24.31;975.76;90.26;1.9;156.26;26.96;122.01;26.19;90.51;-2.56;1.82;-83.95;-6.24;5.75;0.42;-7.76;8.6;1.9;0;100.55;24.9;90.26;28.36;1.94;-0.63;993.95;228.39
25/04/2003;27.96;23.02;23.77;976.29;88.42;12.18;106.43;50.83;58.23;2.22;50.03;-3.84;0.4;24.05;-3.74;1.99;0.45;-6.57;6.59;12.18;0;188.21;24.99;88.42;27.92;1.56;4.12;994.19;227.56
26/04/2003;26.57;23.34;24.1;977.61;93.65;0.25;NA;NA;140.04;25.59;107.19;-2.2;1.85;73.78;-7.46;7.89;-0.21;-9.12;8.71;0.25;0;86.45;24.35;93.65;28.43;2.04;43.95;995.51;218.36
27/04/2003;28.69;23.44;24.75;977.12;82.62;1.39;NA;NA;161.33;38.24;114.93;-1.77;1.47;-72.97;-7.11;6.52;-0.27;-7.95;8.51;1.39;0;153.1;25.89;82.62;27.39;2.05;49.73;995.04;222.11
28/04/2003;28.28;24.07;23.85;976.68;88.89;22.23;NA;NA;98.63;10.43;76.63;-3.03;1.99;89.35;-4.76;4.27;-0.31;-6.31;5.69;22.23;0;87.04;25.56;88.89;NA;2.19;52.02;994.4;225.75
29/04/2003;27.86;23.4;24.86;976.22;88.34;0;NA;NA;144.33;30.48;106.4;-2.11;1.83;75.6;-8.46;6.73;-1.73;-10.28;6.82;0;0;88.47;25.27;88.34;NA;1.76;40.91;994.05;205.89
30/04/2003;28.29;23.4;24.73;976.69;86.03;2.85;NA;NA;95.16;12.65;80.08;-3.1;2.05;-85.5;-2.4;3.12;0.84;-5.5;7.18;2.85;0.16;94.58;25.55;86.03;28.06;1.91;11.6;994.92;205.4
01/05/2003;28.02;23.09;23.24;977.42;90.12;28.14;NA;NA;88.32;23.82;55.56;-3.23;1.15;-77.3;-3.2;5.65;1.11;-5.91;8.12;28.14;0;130.07;24.84;90.12;28.07;1.62;50.27;995.64;201.35
02/05/2003;27.08;22.55;23.96;977.42;91.67;5.84;NA;NA;131.38;33.38;90.07;-2.37;0.31;12.85;-6.98;3.86;-1.34;-8.24;5.57;5.84;9.72;165.17;24.16;91.67;27.57;1.22;13.31;995.53;123.75
03/05/2003;28.74;22.71;24.17;976.48;85.77;27.93;NA;NA;114.39;30.58;76.5;-2.71;0.18;45.33;-6.06;6.77;0.28;-6.89;7.44;27.93;1.2;177.27;25.35;85.77;27.55;1.09;2.09;994.44;165.68
04/05/2003;27.97;22.96;24.55;975.32;88.47;3.04;172.65;19.42;134.91;25.6;107.84;-2.3;2.03;88.67;-3.99;5.55;0.31;-6.78;7.39;3.04;0;95.64;25.07;88.47;28.02;1.32;13.33;993.82;201.31
05/05/2003;27.93;23.19;24.58;975.56;88.72;0;184.26;10.74;115.84;21.53;92.03;-2.68;2.77;78.48;-7.53;8.8;0.76;-8.84;10.36;0;8.02;76.42;25.04;88.72;27.95;1.78;-1.58;993.96;86.06
06/05/2003;25.8;22.92;24.07;975.75;93.07;8.9;161.47;15.27;127.06;18.99;103.15;-2.46;2.95;-88.32;-9.17;7.64;-0.08;-10.12;8.7;8.9;3.22;87.72;23.91;93.07;27.63;2.18;-34.86;994.36;132.11
07/05/2003;28.76;22.85;25.05;975.88;88.43;0.25;208.12;5.82;140.41;27.37;110.67;-2.19;1.87;86.89;-6.88;4.97;-0.56;-8.79;7.67;0.25;0.02;87.57;25.31;88.43;NA;1.37;-19.58;994.12;221.39
08/05/2003;29.09;22.83;25.46;976.75;84.61;0;210.2;4.12;164.12;50.08;114.52;-1.72;1.46;11.56;-5.06;1.21;-1.67;-7.22;3.87;0;0;195.51;25.48;84.61;27.38;1.58;-21.65;994.87;225.12
09/05/2003;28.74;23.11;24.74;976.92;86.23;4.57;158.37;13.43;92.52;25.97;59.99;-3.15;0.82;39.32;-3.68;0.65;-1.64;-6.84;3.55;4.57;0.29;226.38;25.4;86.23;27.87;1.06;9.64;995.14;170.65
10/05/2003;27.62;22.66;25.3;976.23;86.76;1.52;177.14;13.6;134.18;16.14;107.05;-2.32;1.84;89.47;-4.07;0.77;-1.75;-6.72;3.21;1.52;0.16;96.93;25.02;86.76;27.41;1.92;-4.54;994.72;127.46
11/05/2003;28.04;22.79;25;977.06;85.13;0;216.86;2.16;169.68;47.19;121.15;-1.61;2.87;-86.52;-6.08;2.73;-2.23;-10.08;5.62;0;0.07;96.54;25.16;85.13;27.11;2.37;-23.36;995.22;157.87
12/05/2003;29.19;22.87;25.1;977.04;85.19;1.28;201;7.85;127.59;33.57;87.55;-2.45;2.77;85.8;-3.2;5.89;2.2;-4.77;8.3;1.28;0;85.51;25.57;85.19;27.77;2.21;-20.63;995.18;176.83
13/05/2003;28.72;23.94;25.01;976.48;85.35;3.81;141.66;23.34;104.71;12.76;84.14;-2.9;2.55;79.41;-4.5;3.58;-0.65;-7;5.7;3.81;0;77.22;25.55;85.35;27.86;2.33;37.75;994.57;168.33
14/05/2003;29.03;23.57;24.85;975.71;84.41;4.07;181.63;11.61;125.22;18.13;76.17;-2.5;2.21;84.23;-4.75;4.66;0.55;-6.79;6.97;4.07;0;118.04;25.78;84.41;27.92;2.21;-2.81;993.62;153.17
15/05/2003;27.74;24.07;25.35;975.28;86.24;9.91;186.31;8;149.15;26.43;115.04;-2.02;2.57;-89.71;-5.13;5.32;0.25;-5.59;6.09;9.91;0.04;92.81;25.85;86.24;28.71;2.3;-32.57;993.3;147.18
16/05/2003;29.08;23.21;25.31;974.7;88.95;3.04;199.53;4.94;138.09;26.16;101.82;-2.24;2.97;88.95;-7.79;5.96;NA;-11.69;7.73;3.04;0;86.61;25.66;88.95;NA;2.06;22.65;992.71;198.23
17/05/2003;28.54;23.52;25.11;974.04;85.01;5.33;150.42;17.9;110.17;9.97;92.56;-2.8;2.4;84.62;-3.7;3.58;-0.17;-6.43;6.1;5.33;0;87.61;25.79;85.01;28.1;2.32;50.98;992.15;204.31
18/05/2003;29.68;24.52;24.87;974.71;84.41;21.59;149.07;18.24;113.92;18.63;89.6;-2.72;2.42;82.31;-2;3.47;0.69;-5.2;6.59;21.59;0;87.72;26.4;84.41;NA;1.97;26.98;992.53;196.19
19/05/2003;29.97;24.02;25.94;974.96;86.45;0;223.4;1.06;147.71;32.49;112.18;-2.05;2.72;74.1;-5.58;7.28;0.84;-7.7;9.38;0;0.07;73.79;26.32;86.45;NA;1.76;52.86;992.9;188.23
